substans	conceptid
Chrom	111070004
chrom OG/ELLER chromforbindelser	105839008
chrom[51Cr] edetat	395941009
chromisotop	67266008
chromocarb	29783009
Chromogranin	102695006
Chromogranin A	102696007
chromradioisotop	111071000
chrysarobin	58962003
Chymase	61114004
chymodenin	43597004
Chymopapain	72805005
Chymosin	112051006
Chymotrypsin C	88406002
Ciclacillin	387382002
ciclesonid	417420004
Ciclopirox	372854000
Ciclopiroxolamin	70169009
Ciclosporin	387467008
cider	226025006
cidofovir	386894007
Cilastatin	96058005
Cilazapril	395947008
Cilostazol	116087001
Cimetidin	373541007
Cimetidinhydrochlorid	83051006
Cimicifuga racemosa-ekstrakt	412588001
cinacalcet	409392004
cinacalcethydrochlorid	426512007
cinchocain	395953008
cinchonidin	89067008
cinchonin	14743003
cinchonaalkaloid	373723001
Cinchophen	61709008
cinnamaldehyd	255647002
cinnamedrin	412093009
cinnamoyl-CoA-reductase	39757008
cinnamylalkohol	301066001
Cinnamylalkoholdehydrogenase	69095004
Cinnarizin	395955001
Cinoxacin	387549004
cinoxat	33362004
Ciprofibrat	395957009
Ciprofloxacin	372840008
Ciprofloxacinhydrochlorid	20450009
cirkulerende blod	256914002
cis-1,2-Dihydro-1,2-dihydroxynaphthalendehydrogenase	28589001
cis-1,2-dihydrobenzen-1,2-diol-dehydrogenase	4047009
Cisaprid	387164008
cisatracurium	372495006
cisatracuriumbesilat	108453000
Cisplatin	387318005
Citalopram	372596005
citalopramhydrobromid	116521005
Citramalat-CoA-transferase	65488009
Citramalatlyase	24791003
Citramalyl-CoA-lyase	424006
Citrat	59351004
Citrat (re)-synthase	82786006
Citrat-CoA-transferase	74860002
citrat(pro-3S)-lyase	33417004
Citratdehydratase	36848008
citratsalt	372850009
citreret calciumcarbimid	79146003
citrongræsolie	8450009
citronjuice	226495007
citronolie	57198007
Citronsyre og derivater	300969002
Citrullin	30022007
Citrullinase	72368003
Citryl-CoA-lyase	89453007
Cl+Me-isothiazolinon (kathon CG,200 ppm) (i vand)	255887005
cladribin	386916009
Clarithromycin	387487009
clavin	419315008
Clavulanatkalium	395938000
Clavulansyre	395939008
Clemastin	372744005
Clemastinfumarat	83968007
Clemizol	12821002
clenbuterol	418264008
Clidinbromid	87283008
Clidinium	387323005
clinafloxacin	96083005
Clindamycin	372786004
Clindamycinhydrochlorid	63084001
Clindamycinpalmitathydrochlorid	47663000
Clindamycinphosphat	37648000
Clioquinol	387291001
Clobazam	387572002
clobenosid	10333007
Clobenzorex	96240009
clobetasol	419129004
Clobetasolpropionat	32197004
Clobetason	395963000
Clobetasonbutyrat	395967004
Clocortolon	35406002
clocortolonacetat	116579005
clocortolonhexanoat	116580008
Clocortolonpivalat	17503004
clodronat	418080006
Clodronatdinatrium	387580009
Clodronsyre	387579006
clofarabin	413873006
Clofazimin	387410004
Clofedanol	61398007
Clofenotan	88194002
Clofibrat	387439004
Clomethiazol	395978007
clomethiazoledisylat	395988008
clomifen	387166005
clomifencitrat	387346007
Clomipramin	372903001
Clomipraminhydrochlorid	387027004
clomocyclin	419950007
clomocyclinnatrium	419649009
Clonazepam	387383007
Clonidin	372805007
Clonidinhydrochlorid	387121001
Clopamid	395940005
Clopenthixol	387566002
Clopidogrel	386952008
clopidogrelbisulfat	412354008
clopidol	96154009
cloprostenolnatrium	96352000
Clorazepat	39815009
clorazepatdikalium	387453004
Clorprenalin	96260001
clorquinaldol	255863008
clorsulon	96127006
Clostebol	96345002
Clostridium botulinum-antitoksin	418327000
Clostridium botulinum-toksin	11894001
Clostridium botulinum-toksinmiddel	418236003
Clostridium difficile-antistof	120953000
Clostridium difficile-toksin	12671002
Clostridium difficile-toxin B	96001009
Clostridium histolyticum-kollagenase	56355009
Clostridium tetani-antistof	120717007
Clostridiumhistolyticumaminopeptidase	16906006
Clostridiumtoksin	79084006
Clostripain	68868003
Clotrimazol	387325003
Cloxacillin	373276005
cloxacillinbenzathin	96066001
Cloxacillinnatrium	16492006
Clozapin	387568001
CMP-N-acetylneuraminat-beta-galactosid-alpha-2,6-sialyltransferase	73254004
CMP-N-acetylneuraminat-N-acetyllaktosaminid-alpha-2,3-sialyltransferase	13598000
CMP-N-acetylneuraminatmonooxygenase	1010008
CMP-N-acylneuraminatphosphodiesterase	78334000
Co - cobalt- i kosten	290131005
CoA-acetylerende pyruvatoxidase	4901003
CoA-glutathionreductase (NADPH)	31538000
Cob(I)alaminadenosyltransferase	17603007
Cob(II)alaminreductase	29992002
Cobalamin	304111003
Cobalt	54808007
cobalt OG/ELLER cobaltforbindelse	105854002
cobaltchlorid	255839000
cobaltdampe	70319005
Cobaltforbindelse	25958007
cobaltisotop	1603001
cobaltradioisotop	78870008
cobaltsalt	80539003
cobaltstøv	66781008
cocaethylen	96271000
Cocain	387085005
cocainhydrochlorid	74273006
cocainmetabolit	409894009
cocamidpropylbetain i vand	255947004
coccidioidin	86383003
coccidiostat	373559005
Codein	387494007
codeinphosphat	261000
codeinsulfat	1476002
coenzym Q10	412129003
Coenzym-A-transferase	130128008
coffein	255641001
cognac	226019007
coladrik	226481009
Colchicin	387413002
Colchicum-alkaloid	418524008
colesevelamhydrochlorid	127965004
Colestipol	372811005
Colestipolhydrochlorid	55316001
colfosceril	418047004
Colfoscerilpalmitat	386883008
colistimethat	82885001
colistimethatnatrium	38686006
Colistin	387412007
Colistinsulfat	23375008
collagenasepræparat	18394004
collagenimplantat	386929009
collodion	45962009
Commiphora mukul-ekstrakt	418682004
conanin	39203000
Coniferyl-alkoholglukosyltransferase	9675007
Coniferylalkoholdehydrogenase	45717000
conivaptan	421858002
conivaptanhydrochlorid	425602003
coparaffinat	90758008
Coproporphyrin	51598008
coproporphyrin 2-isomer	406514002
coproporphyrin I-isomer	102754002
coproporphyrin III-isomer	102755001
Coproporphyrinogenoxidase	58370003
corpus luteum-hormon	126122008
corticosteroid gruppe I til topikal anvendelse	387488004
corticosteroid til topikal anvendelse , gruppe II	387141006
corticosteroid til topikal anvendelse , gruppe III	387250003
corticosteroid til topikal anvendelse , gruppe VI	387376000
corticosteroid til topikal anvendelse, gruppe IV	387512005
corticosteroid til topikal anvendelse, gruppe V	387130009
corticosteroider og derivater	304275008
corticosteroidserie	255877006
corticosteroidsidekædeisomerase	21231000
corticosteron	91521001
Corticosteron 18-monooxygenase	37241004
Corticotropin	40789008
corticotropinbindende globulin	41646006
corticotropinfrigørende faktor	71971001
corticotropinfrigørende hormonantagonist	418825003
corticotropinzinkhydroxid	126187000
corticotropt middel	420149003
cortisol i serum	313284006
Cortisolacetyltransferase	31433007
Cortisolderivat	116616004
Cortison	32498003
Cortison-alpha-reductase	50431007
cortison-beta-reductase	4207005
Cortisonacetat	127382005
cortol	52126008
cortolon	46943001
Corynebacterium diphtheriae-antistof	120778008
cosyntropin	96363002
cosyntropinacetat	425646006
Cotinin	115620009
coumafuryl	421212007
coumaphos	96128001
coumaratreductase	36066004
Coumarinantikoagulans	373307003
Cox-2-hæmmer	387050005
Coxiella burnetii-antistof	120954006
Creatin	14804005
Creatinase	81172004
Creatininase	50656005
Creatinindeiminase	88583006
Creatinkinase	75828004
creosot	87896001
cresol	111099009
cresylglycidylether	256090005
cromoglycat og relateret allergimiddel	373229001
cromolyn	372672009
cromolynnatrium	387221005
Cropropamid	96250005
Crotalus adamanteus-serinprotinase	79141008
Crotalus atrox-metalloproteinase	18800006
Crotamiton	387515007
Crotetamid	96251009
crotonolie	54588003
crotonoyl-[acylbærerprotein]-hydratase	78400000
crotoxyphos	116293002
Cryofibrinogen	51172005
cryoglobulin	18819001
cryptenamin	84145006
CTP-syntase	33273009
Cucumisin	14805006
curare	77515003
curare og derivat	406779004
Cyanamidhydratase	10914009
Cyanathydrolase	83342006
Cyanid	259102005
Cyanider og hydrocyanidsyre	311974008
Cyanidforbindelse	20989009
Cyanidhydratase	14388000
Cyanidin-3-rhamnosylglucosid O^5^-glucosyltransferase	41094009
cyanocobalamin	419382002
Cyanohydrin-beta-glucosyltransferase	67011003
Cyclamatsulfohydrolase	42657004
Cyclandelat	387405003
Cyclizin	387491004
Cyclizinhydrochlorid	396008000
Cyclizinlaktat	10133003
cyclizintartrat	426194004
Cycloartenolsynthase	77901009
Cyclobarbital	68669008
Cyclobenzaprin	373779004
Cyclobenzaprinhydrochlorid	63083007
cyclocumarol	88589005
cyclofenil	418997003
Cycloguanil	28223003
cyclohexan-1,2-diol-dehydrogenase	2130007
Cyclohexanonmonooxygenase	16610006
cyclohexanonresin	256115002
Cyclohexylaminoxidase	22147009
cyclohexylthiophthalimid	256144000
Cyclomaltodextrinase	1466000
Cyclomaltodextringlucanotransferase	37624009
cyclomethycain	54197005
cyclopentamin	62444006
Cyclopentanoldehydrogenase	46978001
Cyclopentanonmonooxygenase	15563001
Cyclopenthiazid	396009008
Cyclopentolat	372869004
Cyclopentolathydrochlorid	83534009
Cyclophosphamid	387420009
cycloplegisk middel	410576006
cyclopropan	44837002
Cycloserin	387282000
Cyclothiazid	37006008
Cycrimin	71108007
Cyklisk adenosinmonophosphat	84835006
Cyklisk keton	300046003
cyklisk lipopeptid-antibiotikum	406440006
cykloalifatisk epoxyharpiks	256121003
cyklusspecifikt middel	8987006
cyoctol	96375007
Cypridina-luciferin-2-monooxygenase	11416006
Cyproheptadin	372683000
Cyproheptadinhydrochlorid	15352003
Cyproteron	126119006
Cyproteronacetat	126120000
Cystathionin	84035007
Cystathionin-beta-lyase	34757005
Cystathionin-beta-synthase	51256009
Cystathionin-gamma-lyase	32245004
cystatin C	408651006
cysteamin	373457005
cysteaminbitartrat	109111003
Cysteamindioxygenase	31039003
Cystein	5932006
Cystein-S-konjugat-N-acetyltransferase	46338003
Cystein-tRNA-ligase	25153002
Cysteinaminotransferase	42489004
Cysteindioxygenase	12714007
cysteinhydrochlorid	108950008
cysteinkonjugat-beta-lyase	60762008
Cysteinlyase	60500000
Cysteinylglycindipeptidase	63408009
Cysticercusantistof	120655005
Cystin	37927000
Cystinreductase (NADH)	87154002
Cystinylaminopeptidase	3495000
Cytarabin	387511003
cytarabinliposom	116089003
Cytidindeaminase	88171003
Cytidylatkinase	67695007
Cytochrom-c-lysinmethyltransferase	61133009
Cytokinin-7-beta-glucosyltransferase	44153002
Cytokint middel	373686003
Cytokrom-c-peroxidase	40200005
Cytokrom-c>3<-hydrogenase	35867004
Cytomegalovirusantistof	120941004
cytoplasmatisk alpha-kæde	259967001
Cytoplasmatisk antistof	90720009
cytoplasmatisk delta-kæde	259969003
cytoplasmatisk epsilon-kæde	259968006
cytoplasmatisk gamma-kæde	259966005
cytoplasmatisk immunglobulinmarkør	259734006
cytoplasmatisk kappa-kæde	259970002
cytoplasmatisk lambda-kæde	259972005
cytoplasmatisk my-kæde	259965009
Cytoprotektivt middel	372546009
Cytosindeaminase	85784002
Cytosolaminopeptidase	55886003
cytostatisk antibiotikum	372599003
cytostatisk middel	373526007
Cytostatiske midler	373221003
Cytotoksisk enterotoxin	255824001
D-2-hydroxysyredehydrogenase	112008007
D-alanin-alanyl-poly(glycerolfosfat)-ligase	10043003
D-alanin-D-alaninligase	112063001
D-alanin-poly(phosphoribitol)-ligase	74639006
D-alaninaminotransferase	85043005
D-alaninhydroxymethyltransferase	11085006
D-alpha-tocopherol	116776001
D-aminosyre-acetyltransferase	9871000
D-aminosyredehydrogenase	80839009
D-Aminosyreoxidase	88408001
D-arabinitoldehydrogenase	7938006
D-arabinokinase	75285006
D-Arabinonolactonase	18324006
D-arabinosedehydrogenase	77586007
D-arabinosedehydrogenase (NAD(P)^+^)	66686007
D-Aspartatoxidase	29247001
D-dimer	25607008
D-fuconat-dehydratase	5991002
D-glutamat(D-aspartat)-oxidase	28015009
D-Glutamatcyclase	27412001
D-glutamatoxidase	2509005
D-glutaminase	61195004
D-Glutamyltransferase	46188004
D-iditoldehydrogenase	67903006
D-Lactaldehyddehydrogenase	56025006
D-lactatdehydrogenase	67568008
D-lactatdehydrogenase (cytochrom)	58257009
D-Lysin-5,6-aminomutase	56104009
D-lysopindehydrogenase	82227003
D-lyxoseketolisomerase	60343007
D-Malatdehydrogenase (decarboxylerende)	32657001
D-methioninpyruvataminotransferase	86460000
D-Nopalindehydrogenase	47773007
D-octopindehydrogenase	74526001
D-Ornithin 4,5-aminomutase	23734004
D-Pinitoldehydrogenase	25454002
D-prolinreductase (dithiol)	16303009
D-ribitol-5-phosphatcytidylyltransferase	64257004
D-ribulokinase	65919003
D-Serindehydratase	52358009
D-threo-Aldosedehydrogenase	17255004
D-tryptophanacetyltransferase	112025009
D-usninsyre	289947000
D-vitamin	30178006
D-vitamin-beriget mælk	414291004
D-xylosedehydrogenase	84771001
D-Xylosedehydrogenase (NADP^+^)	27565005
d-xylulose	32741009
D-Xylulosereductase	54628009
D>2< -vitamin	23433006
D>2<-vitamin, phosphatester	42180008
D>3<-vitamin, phosphatester	67060008
Dacarbazin	387441003
dacarbazincitrat	425521002
daclizumab	386977009
Dactinomycin	387353003
dalfopristin	387016001
dalfopristinmesilat	427378005
Dalteparin	372563008
Dalteparinnatrium	108987000
damp	27177009
Damp	278423000
danaparoid	372564002
danaparoidnatrium	386954009
Danazol	126124009
Dantrolen	372819007
Dantrolennatrium	81946009
Dantron	387364000
Dapiprazol	372549002
Dapiprazolhydrochlorid	108842003
Dapson	387096002
daptomycin	406439009
darbepoetin alfa	385608005
darifenacin	416140008
darifenacinhydrobromid	426766002
darunavir	423888002
dasatinib	423658008
dATP(dGTP)-DNA-purintransferase	26161001
Daunorubicin	372715008
daunorubicincitrat	108790000
daunorubicincitratliposom	426996001
Daunorubicinhydrochlorid	65972004
daunorubicnliposom	413948005
dCMP-deaminase	70184000
dCTP-deaminase	90743000
dCTP-pyrophosphatase	68020005
DDT-dehydrochlorinase	26841005
Deacetyl-[citrat-(pro-3S)-lyase]-acetyltransferase	38778002
Deaminase	304263003
Deanol	7904003
Debrisoquin	396010003
debrisoquinsulfat	427553007
Decamethonium	39514001
decitabin	420759005
decoquinat	96155005
Decylcitratsynthase	77037001
Decylhomocitratsynthase	82989006
deferasirox	419985007
deferipron	396011004
Deferoxamin	372825006
deferoxaminmesylat	387224002
Deflazacort	396012006
Dehydro-L-gulonatdecarboxylase	61573005
Dehydrocholsyre	387285003
dehydrocorticosteron	16717002
Dehydroepiandrosteron	78316004
Dehydroepiandrosteronsulfat	103044003
Dehydrogenase	129919009
Dehydrogluconatdehydrogenase	25745004
Dehydrogluconokinase	84786007
dehydrotestosteron	126163002
Dekorationsprodukt	311932003
delavirdin	108710001
delavirdinmesylat	412169002
delmadinonacetat	126118003
delmopinol	417639002
delta^1^-piperidein-2-carboxylat-reductase	6469006
delta^24^-sterolmethyltransferase	27758004
delta-5-pregnanetriol	103040007
delta-letkæde	259806006
delta-tocopherol	126237004
Delvis opiatagonist	373711007
Demecarium	372827003
Demecariumbromid	49145008
Demeclocyclin	372779007
Demeclocyclinhydrochlorid	10324005
demoxepam	115557009
denatureret ethanol	413966000
denatureret industrisprit	414486003
denatureret sprit	228984003
denileukin diftitox	125700002
dental fluorgel	277953004
dental fluorlak	277951002
dental fluoropløsning	277954005
dental lak	256458005
dental lak - ethylacetat-baseret	256459002
Dentalmateriale	255922001
dentalt middel til topikal anvendelse	419591002
deodorant	373760002
Deoxyadenosinkinase	57969009
deoxybarbiturat	420222008
deoxycholsyre	78258003
deoxycholylglycin	102745000
Deoxycytidindeaminase	87805007
Deoxycytidinkinase	86990000
Deoxycytidylathydroxymethyltransferase	86742004
Deoxycytidylatmethyltransferase	6911008
Deoxydenylatkinase	51964007
Deoxyguanosinkinase	83863002
Deoxyhæmoglobin	9865006
Deoxylimonat-A-ring-lactonase	1727009
Deoxynucleotid-3'-phosphatase	75701001
Deoxypyridinolin	102752003
Deoxyribodipyrimidinendonucleosidase	88640008
Deoxyribodipyrimidinphotolyase	37023004
deoxyribonuclease	416394007
Deoxyribonuclease (pyrimidindimer)	31818009
Deoxyribonuclease I	32707001
Deoxyribonuclease II	67771002
Deoxyribonuclease IV (fag T>4<-fremkaldt)	16130009
Deoxyribonuclease V	61224000
deoxyribonuclease X	130498006
deoxyribonukleinsyre	24851008
Deoxyribosephosphataldolase	30158003
deoxyuridin	259700005
Deoxyuridinphosphorylase	32770000
dephospho-[reductasekinase]-kinase	41247007
dephospho-CoA-kinase	9013008
depigmenterende middel	372739003
depolariserende middel	373250005
depreotid	413971007
deproteiniseret pankreasekstrakt	52601000
Dequalinium	395964006
Dequaliniumchlorid	396013001
deracoxib	424281006
Dermatansulfat	102693004
desalkylflurazepam	115558004
desclomipramin	96207000
desdoxepin	96205008
Deserpidin	387144003
Desethylamiodaron	96295003
Desfluran	386841003
Desinfektions- og rensemidler	373222005
Desinfektionsmiddel	311942001
desinfektionsmiddel indeholdende farvestof	418516003
desinficerende triarylmethanazo-farvestof	419370006
Desipramin	372705002
Desipraminhydrochlorid	26120001
desirudin	407117009
Deslanosid	16214005
desloratadin	396015008
desmethylamiodaron	117498001
desmethylastemizol	117152006
desmethylclobazam	117153001
Desmethylclomipramin	96208005
desmethylparamethadion	117154007
desmethylsertralin	96212004
desmethyltrimipramin	116563009
Desmopressin	126189002
Desmopressinacetat	126190006
Desogestrel	126108008
desonid	412363005
Desoximetason	387473009
desoxycorticosteronacetat	56156001
desoxycorticosteronpivalat	116630009
destilleret spiritus	6524003
Desulfoheparinsulfotransferase	77762007
Dethiobiotinsyntase	23555000
dethylstilbestroldiphosphat	395979004
detomidinhydrochlorid	96216001
deuteriumoxid	12977001
deuteroporphyrin	39428005
Dexamethason	372584003
Dexamethasonacetat	109070008
Dexamethasonnatriumphosphat	396017000
dexamethasonphosphat	396016009
dexapanthenol	256215008
Dexbrompheniramin	387429005
Dexbrompheniraminmaleat	387090008
Dexchlorpheniramin	372663001
Dexchlorpheniraminmaleat	68680008
dexfenfluramin	412366002
dexibuprofen	418868002
dexketoprofen	396018005
dexketoprofentrometamol	427618005
dexmedetomidinhydrochlorid	116348007
dexmethylphenidathydrochlorid	385555005
Dexpanthenol	126226000
Dexrazoxan	108825009
Dextran	372650007
Dextran 1	109024001
Dextran 40	66322002
Dextran 70	12391001
Dextran 75	14715007
dextran-1,6-alpha-isomaltotriosidase	91190001
Dextranase	785009
Dextranomer	45524001
Dextransucrase	62032003
Dextrindextranase	42753006
dextroamphetamin	387278002
dextroamphetaminsaccharat	387022005
dextroamphetaminsulfat	45207006
dextromethamphetamin	386994006
Dextromethorphan	387114001
Dextromethorphanhydrobromid	387237004
dextromethorphanpolistirex	426064007
Dextromoramid	387561007
dextromoramidtartrat	322508000
Dextropropoxyphen	387042001
Dextrothyroxin	59170000
Dextrothyroxinnatrium	61899008
Dezocin	108377005
dGTPase	39909008
di-2-ethylhexylphthalat	79761007
di-trans,poly-cis-decaprenylcistransferase	56594009
diacetylaminoazotoluen	51125005
Diacylglycerolacyltransferase	27014005
Diacylglycerolkinase	31720000
Diacylglycerolsterolacyltransferase	84717006
diagnostisk allergenekstrakt	418937000
diagnostisk antigen	29584000
diagnostisk antiserum	81651001
diagnostisk farvestof	419148000
Diagnostisk stof	373782009
diagnostisk vaccine	16477005
dialysevæske	418377002
Diamidinantiprotozomiddel	373237009
Diaminaminotransferase	66461006
Diaminobutyratpyruvataminotransferase	85577007
Diaminohydroxyphosphoribosylaminopyrimidindeaminase	77033002
Diaminopimelatdecarboxylase	20478005
Diaminopimelatdehydrogenase	54163003
Diaminopimelatepimerase	8190004
diaminopimelinsyre	410983005
diamorphinhydrochlorid	396019002
diarylaminpropylamin	406768009
diatrizoat	396020008
Diazepam	387264003
diazolidinylurinstof i vand	255889008
Diazoxid	387328001
dibasisk calciumphosphat	10767000
dibasisk dihydrat calciumphosphat	12930006
dibasisk kaliumphosphat	73722009
dibenzazepinderivat	18959002
Dibenzepin	32757009
dibenzocycloheptanderivat	55691004
dibenzothiazyldisulfid	256146003
dibenzothiepin	16318005
dibenzoxepinderivat	91384006
dibromodicyanobutan	256216009
dibrompropamidin	398837005
dibrompropamidinisethionat	396021007
dibrompropamidinisethionat	418088004
dibromsalicylanilid	62070004
dibucainhydrochlorid	39808001
dibutolin	63497005
dibutylphosphat	30589007
dibutylphthalat	4353000
dibutylthiourea	256147007
dibutyltindilaurat	96129009
dicarboxylaminosyre	410982000
Dicarboxylat	116564003
dicarboxylporphyrin	117622002
dichloracetamidantiprotozomiddel	419349000
dichloralphenazon	387026008
dichloreddikesyre	421675006
dichlorethylether	11831007
dichlorison	116597002
dichlormethotrexat	396214000
dichlorophen	255999002
dichlorphenamid	387111009
dichlorphenazon	83115002
dichlorvos	57868002
Diclofenac	7034005
diclofenacdiethylammonium	426714006
diclofenacepolamin	425650004
Diclofenackalium	108515008
Diclofenacnatrium	62039007
Dicloxacillin	372873001
dicloxacillinnatrium	70886000
Dicobaltedetat	396022000
Dicumarol	79209008
Dicyclomin	372732007
dicyclominhydrochlorid	71043005
Didanosin	387105006
Didthiodimorpholin	256151009
Dienestrol	126169003
diethanolamin-p-methoxycinnamat	16179001
diethyl-2-chlorovinylphosphat	13342004
Diethylamin	259171004
Diethylaminsalicylat	396023005
Diethylcarbamazin	387340001
diethylenetriamin	256092002
diethylenglycol	5955009
diethylenglycoldiacrylat	256131005
diethylenglycolmonobutylether	15072004
diethylenglycolmonoethylether	31182004
diethylether	259170003
diethylmethacrylat	256130006
Diethylphthalat	18815007
diethylpropion	387303009
Diethylstilbestrol	396026002
diethylthiourea	256148002
Diethyltoluamid	16968005
difenacoum	420968001
difenoxinhydrochlorid	387029001
Difenylmethanlaksativ	387345006
difethialon	410940004
Diflorason	7924004
Diflorasondiacetat	38446009
Diflucortolon	395965007
Diflucortolonvalerat	396027006
Diflunisal	387116004
difteriantitoksin	412175006
difteritoxin til kutantest	9358006
digalloyltrioleat	73126000
digitalis	387521006
digitalisglycosid	406759007
Digitoxin	373534001
diglycidylether	59440000
diglycolhydroiodid	46711008
Digoxin	387461009
digoxin fab-fragment	68332000
dihydro-alpha-ergocryptin	24650007
dihydro-alpha-ergocryptinmesylat	426582003
dihydro-beta-ergocryptin	75561002
dihydro-beta-ergocryptinmesylat	425819004
Dihydrobunololdehydrogenase	29412007
Dihydrocodein	387322000
dihydrocodeintartrat	322538006
Dihydrocoumarinhydrolase	24037007
Dihydrodipicolinatreductase	84006004
Dihydrodipicolinatsynthase	82623008
dihydroergocornin	19918001
dihydroergocorninmesylat	426681002
dihydroergocristin	64447003
dihydroergocristinmesilat	426474000
dihydroergocryptin	412173004
Dihydroergotamin	387267005
dihydroergotaminmesylat	387468003
Dihydrofolatreductase	83539004
Dihydrofolatsynthase	82759006
dihydrofolinsyre	43289005
Dihydrolipoamiddehydrogenase	39383000
Dihydrolipoamidsuccinyltransferase	4077003
Dihydroneopterinaldolase	51248006
Dihydroorotase	78556003
Dihydroorotatdehydrogenase	65480002
Dihydroorotatoxidase	73971009
Dihydropteridinreductase	54669000
Dihydropteroatsyntase	33984009
dihydropyridin	406769001
Dihydropyrimidinase	70695005
Dihydrostreptomycin	111118003
Dihydrostreptomycinsulfat	96028004
Dihydrotachysterol	126235007
Dihydrouracildehydrogenase (NAD^+^)	15234000
Dihydrouracildehydrogenase (NADP^+^)	74868009
dihydroxyacetonepræparat	28639000
dihydroxyaluminiumaminoacetat	79428004
Dihydroxyaluminiumnatriumcarbonat	3031003
Dihydroxyfumaratdecarboxylase	57827006
dihydroxygaldesyre	117447007
dihydroxyphenylalanin	65955006
Dihydroxyphenylalaninaminotransferase	17965004
Dihydroxyphenylalaninammoniaklyase	87236006
Dihydroxysyredehydratase	13597005
Diiodohydroxyquinolin	387355005
Diiodophenylpyruvatreductase	74690007
diiodotyrosin	80393001
Diiodotyrosinaminotransferase	75999003
Diisopropylfluorophosphatase	82150004
dildolie	82322007
Diloxanid	387483008
Diloxanidfuroat	396029009
Diltiazem	372793000
Diltiazemhydrochlorid	12218006
diltiazemmaleat	410870005
Dimazol	48199006
Dimenhydrinat	387469006
Dimercaprol	387077001
Dimethadion	96198009
dimethamphetamin	387574001
dimethinden	387142004
Dimethoxanat	30034004
dimethoxyamphetamin	2964005
Dimethylallylcistransferase	70773002
Dimethylallyltranstransferase	63108002
Dimethylanilin-N-oxidaldolase	14539004
Dimethylanilinmonooxygenase (N-oxid-dannende)	19066006
dimethylether	259176009
dimethylether og propan	396030004
Dimethylglycindehydrogenase	50073006
Dimethylhistidinmethyltransferase	17637004
Dimethylmalatdehydrogenase	54939005
dimethylol dihydroxyethylenurea (Fix.CPN) (i vand)	256196002
dimethylol propylenurea (Fix.PH) (i vand)	256197006
dimethylphthalat	256094001
Dimethylpropiothetindethiomethylase	70276009
dimethylsulfon	412190005
dimethylsulfoxid	115535002
Dimeticon	396031000
dimozid	74090008
dinatriumcitrat	373762005
dinatriumpamidronat	396032007
dinitrogenoxid	111132001
Dinoprost	387228004
Dinoproston	387245009
Diodon	40710000
Diosmin	8143001
Dioxotetrahydropyrimidinphosphoribosyltransferase	41856008
dioxybenzon	76004005
Dioxygenase	129924007
dioxylin	28464005
dioxylinphosphat	412174005
dipentamethylenethiuram disulfid	256149005
Dipeptidylpeptidase I	27931001
Dipeptidylpeptidase II	87032001
Dipeptidylpeptidase III	28176003
Dipeptidylpeptidase IV	62412007
dipeptidylpeptidase IV-inhibitor	423837000
Diperodon	373495000
diperodonhydrochlorid	96267003
Diphemanil	373748003
Diphemanilmethylsulfat	29184007
Diphenadion	20368008
Diphenhydramin	372682005
Diphenhydraminhydrochlorid	19510001
diphenhydrinat	58924001
diphenidol	63779001
Diphenidolhydrochlorid	32030002
Diphenoxylat	15052009
Diphenoxylathydrochlorid	71563009
diphenylbutylpiperidin	372606006
diphenylguanidin	256166007
diphenylheptanderivat	28927005
diphenylmethan-diisocyanat	255772008
Diphenylpyralin	387476001
diphenylthiourea	256150005
Diphosphomevalonatdecarboxylase	58014006
Diphosphonat	372907000
diphosphorsyretetraethylester	22840009
Dipipanon	387226000
dipipanonhydrochlorid	322554009
Dipivefrin	372830005
Dipivefrinhydrochlorid	37013008
diprenorphin	28580002
Diprophyllin	32370002
dipropylenglycolmethylether	51927001
Dipyridamol	387371005
Dipyrrol	89249008
Direkte reagerende bilirubin	54462003
direkte trombininhibitor	414010005
Direkte virkende antikoagulans	372636002
dirithromycin	96035007
dirlotapid	427351008
Disaccharid	15472007
Disaccharidase	259313002
Discadeninsyntase	6814004
disialotransferrin	117629006
Disopyramid	372844004
Disopyramidphosphat	49565007
Disperse Blue 106	256198001
Disperse Blue 124	256199009
Disperse Blue 153	256200007
Disperse Blue 3	256007002
Disperse Blue 35	256201006
Disperse Blue 85	256202004
Disperse Brown 1	256203009
Disperse Orange 1	256204003
Disperse Orange 13	256205002
Disperse Orange 3	256008007
Disperse Red 1	256009004
Disperse Red 17	256010009
Disperse Yellow 3	256011008
Disperse Yellow 9	256206001
dispropionylfentanyl	117155008
Distigmin	395966008
Disulfiram	387212009
Dithiazaniniodid	89701003
Diureticum	372695000
divalproexnatrium	5641004
diverse	256220008
DMDM-hydantoin i vand	255890004
DNA (cytosin-5)-methyltransferase	26261007
DNA-alpha-glucosyltransferase	84019000
DNA-beta-glucosyltransferase	72034003
DNA-deoxyinosinglycosidase	58597006
DNA-ligase (NAD^+^)	36707004
DNA-nucleotidylexotransferase	112037006
DNA-styret DNA-polymerase	36387003
DNA-styret RNA-polymerase	74521006
DNA-topoisomerase	2017008
DNA-topoisomerase (ATP-hydrolyserende)	3465008
dobesilatcalcium	83438009
Dobutamin	387145002
Dobutaminhydrochlorid	90118002
docetaxel	386918005
docusat	418700002
Docusatcalcium	116528004
docusatkalium	418966002
Docusatnatrium	387088007
Dodecenoyl-CoA-delta-isomerase	76907000
dodecylgallat	255875003
dodecylmercaptan	256152002
Dofetilid	116107002
dolasetron	372488002
