drugid	drugname	substans	conceptid
28103728804	Ringerfundin	KALIUMCHLORID	8631001
28103056498	Zymelin ukonserveret	Xylometazolinhydrochlorid	75327003
28103248501	Oliclinomel N6-900E	GLYCIN	15331006
28103124299	DepoCyte	CYTARABIN	387511003
28103942906	Mircera	Methoxypolyethylenglycol-epoetin beta	425913002
28101002156	Carbocain-adrenalin	MEPIVACAINHYDROCHLORID	65741009
28104102207	Risperidon "Teva"	RISPERIDON	386840002
28103469303	Enalapril "Krka"	ENALAPRILMALEAT	387165009
28103061999	NovoMix 30 Penfill	Insulin aspart	325072002
28101563093	Peditrace	Natriumfluorid	6910009
28103678904	Pravastatin "Stada"	PRAVASTATINNATRIUM	96306007
28103954306	Enalapril Hydrochlorthiaz.Teva	ENALAPRILMALEAT	387165009
28101336988	Medrol	METHYLPREDNISOLON	116593003
28104158807	Diovan Comp 320 mg/12,5 mg	VALSARTAN	386876001
28104371308	SmofKabiven Perifer	Phenylalanin	63004003
28103041398	Trileptal	OXCARBAZEPIN	387025007
28100366461	Velbe	VINBLASTINSULFAT	387115000
28101186784	Pacisyn	NITRAZEPAM	387449001
28103202200	Nutriflex Peri	Glutaminsyre	85214009
28101919797	Singulair	MONTELUKASTNATRIUM	108620002
28101355789	Spirocort	BUDESONID	395726003
28101836796	Requip	ROPINIROLHYDROCHLORID	108474004
28100304259	Serenase	HALOPERIDOL	386837002
28100571370	Tavegyl	CLEMASTIN	372744005
28103417102	Flecainid "Actavis"	FLECAINIDACETAT	8886003
28104621711	Kogenate Bayer, Bio-Set	Octocog Alfa	418888003
28103458302	Norditropin NordiFlex	SOMATROPIN	395883003
28101498292	Flixotide	FLUTICASONPROPIONAT	396064000
28103150800	Videx EC	DIDANOSIN	387105006
28100417072	Fucidin	FUSIDINSYRE	387530003
28100750576	Sulfametizol "Actavis"	SULFAMETHIZOL	387389006
28104212307	Fluvastatin "Stada"	FLUVASTATINNATRIUM	412392009
28104208807	Amoxic/clavulansyre "2care4"	AMOXICILLINTRIHYDRAT	96068000
28104343208	Spersadex Comp.	CHLORAMPHENICOL	372777009
28103954506	Losarstad	LOSARTANKALIUM	108582002
28103369802	Risperdal	RISPERIDON	386840002
28103626204	StructoKabiven Perifer	Phenylalanin	63004003
28103038698	Seretide	FLUTICASONPROPIONAT	396064000
28103480403	StructoKabiven	METHIONIN	70288006
28101212185	Burinex	BUMETANID	387498005
28101349889	Lopid	GEMFIBROZIL	387189002
28101184184	Cardopax Retard	ISOSORBIDDINITRAT	387332007
28104557809	Ferriprox	DEFERIPRON	396011004
28103480503	StructoKabiven Elektrolytfri	Tryptophan	54821000
28103995506	Ciprofloxacin "ACS Dobfar"	CIPROFLOXACIN	372840008
28101390489	Lamictal	LAMOTRIGIN	387562000
28103159600	Stocrin	EFAVIRENZ	387001004
28101906897	Micardis	TELMISARTAN	387069000
28100575670	Orap	PIMOZID	386848009
28104419908	Ondansetron "Orifarm"	ONDANSETRON	372487007
28101177684	Cordarone	AMIODARONHYDROCHLORID	52574003
28101497592	Berodual	FENOTEROLHYDROBROMID	396053003
28104588309	Seretide Diskus	SALMETEROLXINAFOAT	108606009
28104826211	Burinex	BUMETANID	387498005
28103479603	Pravastatin "Sandoz"	PRAVASTATINNATRIUM	96306007
28103922906	Minero	GESTODEN	395945000
28104371308	SmofKabiven Perifer	Tryptophan	54821000
28103285201	Vivelle Dot	ESTRADIOLHEMIHYDRAT	116070003
28103248501	Oliclinomel N6-900E	Arginin	52625008
28103171600	Budenofalk	BUDESONID	395726003
28103202400	Nutriflex Special	KALIUMHYDROXID	34763001
28103163500	Zyprexa	OLANZAPIN	386849001
28103295901	Zeldox	ZIPRASIDONHYDROCHLORID	129479007
28100563969	Fluanxol Depot	FLUPENTIXOLDECANOAT	396062001
28101781695	Vancomycin "Xellia"	VANCOMYCINHYDROCHLORID	66509009
28101181584	Isoptin Retard	VERAPAMILHYDROCHLORID	14340003
28100599871	Litarex	LITHIUMCITRAT	387098001
28101366089	Treosulfan "Medac"	TREOSULFAN	395912000
28104707310	Metronidazol "2care4"	METRONIDAZOL	372602008
28103290501	Cozaar Comp. Forte	LOSARTANKALIUM	108582002
28104540609	Vesicare	Solifenacinsuccinat	426324001
28104522009	Persantin	Dipyridamol	387371005
28103427302	Ramipril "Copyfarm"	RAMIPRIL	386872004
28104645010	Geodon	ZIPRASIDONHYDROCHLORID	129479007
28104304108	Bicalustad	BICALUTAMID	386908000
28104527909	Pevison	TRIAMCINOLONACETONID	395913005
28104057906	Risperidon "Teva"	RISPERIDON	386840002
28101886197	Klacid Uno	CLARITHROMYCIN	387487009
28104477109	Leuprorelin "Sandoz"	LEUPRORELINACETAT	70562007
28101824696	Genotropin Miniquick	SOMATROPIN	395883003
28100786776	Depo-provera	MEDROXYPROGESTERONACETAT	126112002
28101947997	Septocaine	Articainhydrochlorid	410851000
28104096607	Cefuroxim "Fresenius Kabi"	CEFUROXIM	372833007
28101709294	Zoladex	GOSERELINACETAT	108773006
28104539909	Olimel Perifer N4E	HISTIDIN	60260004
28103517503	Cefotaxim "Stragen"	CEFOTAXIMNATRIUM	41722006
28101593094	Scandonest-Adrenalin	MEPIVACAINHYDROCHLORID	65741009
28103656904	Inspra	EPLERENON	407010008
28103525403	Citalopram "Orifarm"	CITALOPRAMHYDROBROMID	116521005
28101164083	Unixan	THEOPHYLLINMONOHYDRAT	111131008
28104371308	SmofKabiven Perifer	Leucin	83797003
28101380189	Doltard	MORPHINSULFAT	60886004
28101027479	Tenoretic	ATENOLOL	387506000
28101424491	Trinordiol	LEVONORGESTREL	126109000
28100300959	Resonium	Natriumpolystyrensulfonat	387149008
28103742904	Lamotrigin "Stada"	LAMOTRIGIN	387562000
28101307987	Zinnat	CEFUROXIMAXETIL	89678001
28104196407	Spasmo-lyt Depot	TROSPIUMCHLORID	326557004
28101003665	Risolid	CHLORDIAZEPOXID	372866006
28103202300	Nutriflex Plus	GLYCIN	15331006
28104476709	Asasantin Retard	Dipyridamol	387371005
28103261001	Sandimmun Neoral	CICLOSPORIN	387467008
28101958997	Topimax	TOPIRAMAT	386844006
28104402208	Exforge HCT	HYDROCHLORTHIAZID	387525002
28104142807	Losarstad Comp	HYDROCHLORTHIAZID	387525002
28103711304	Eligard	LEUPRORELINACETAT	70562007
28104540109	Olimel N7E	Tyrosin	27378009
28101323588	Sirdalud Retard	TIZANIDINHYDROCHLORID	108462003
28101693594	Harmonet	GESTODEN	395945000
28100808477	Isoniazid "OBA"	ISONIAZID	387472004
28104727510	Tildiem LA	DILTIAZEMHYDROCHLORID	12218006
28103221701	Isodur	Isosorbidmononitrat	386854005
28103728804	Ringerfundin	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28103617003	Glimepirid "Actavis"	GLIMEPIRID	386966003
28103696304	Imigran	SUMATRIPTAN	395892000
28103864605	Lamotrigin "Arrow"	LAMOTRIGIN	387562000
28104558109	Rhinocort Aqua	BUDESONID	395726003
28100329660	Marplan	ISOCARBOXAZID	387161000
28104102007	Simvastatin "Teva"	SIMVASTATIN	387584000
28104779310	Inspra	EPLERENON	407010008
28103049998	balance1,5%glucos.1,75mmolCa/l	NATRIUMACETAT	108951007
28103775305	Mixamin Glucos 200 mg/ml	HISTIDIN	60260004
28103202200	Nutriflex Peri	Leucin	83797003
28103805405	Exjade	Deferasirox	419985007
28104612709	Fluoxetin "2care4"	FLUOXETINHYDROCHLORID	75115009
28103701004	Niddazol	ITRACONAZOL	387532006
28104540209	Olimel N9E	Tyrosin	27378009
28101773695	Clinimix N17G35E	GLYCIN	15331006
28103742004	Carvedilol "Teva"	CARVEDILOL	386870007
28103638604	Vesicare	Solifenacinsuccinat	426324001
28103734404	Baraclude	ENTECAVIR	416644000
28101396290	Midotens	LACIDIPIN	395764001
28103917506	Timosan Depot	TIMOLOLMALEAT	75359005
28103962806	Risperanne	RISPERIDON	386840002
28103149400	Kabiven Perifer	PROLIN	52541003
28104352408	Metformin "Orifarm"	METFORMINHYDROCHLORID	109083009
28101689394	OxyContin	OXYCODONHYDROCHLORID	387024006
28101377189	Duact	PSEUDOEPHEDRINHYDROCHLORID	12177002
28100981278	Kodimagnyl "DAK"	ACETYLSALICYLSYRE	387458008
28101363489	Innohep	Heparinnatrium	50045009
28101860196	Evo-Sequi	NORETHISTERONACETAT	126104005
28101760195	Zofran	ONDANSETRON	372487007
28103451902	Carvedilol "HEXAL"	CARVEDILOL	386870007
28103049998	balance1,5%glucos.1,75mmolCa/l	NATRIUMCHLORID	387390002
28101042380	Aminoplasmal	Tyrosin	27378009
28104442208	Ikorel	NICORANDIL	395809002
28104158907	Diovan Comp 320 mg/25 mg	VALSARTAN	386876001
28103775305	Mixamin Glucos 200 mg/ml	Serin	14125007
28103416602	Felodipin "HEXAL"	FELODIPIN	386863007
28104270507	SmofKabiven elektrolytfri	GLYCIN	15331006
28104273308	Instanyl	FENTANYLCITRAT	29190006
28100565569	Flagyl	METRONIDAZOL	372602008
28100996855	Lucosil	SULFAMETHIZOL	387389006
28103248501	Oliclinomel N6-900E	METHIONIN	70288006
28100743676	Pilokarpin "Ophtha"	Pilocarpinhydrochlorid	387035001
28101133983	Vamin 18 g N/l Elektrolytfri	PROLIN	52541003
28103946706	Piperacil./Tazobactam "Sandoz"	Tazobactamnatrium	427652008
28101837396	Vexol	Rimexolon	387046003
28101784995	Glavamin	Leucin	83797003
28101332488	Sinemet Depot	LEVODOPA	387086006
28104238407	Hyderm	HYDROCORTISON	396458002
28103665404	Symbicort Forte Turbuhaler	BUDESONID	395726003
28103304201	Moxonat	MOXONIDIN	395805008
28103459702	Citalopram "Sandoz"	CITALOPRAMHYDROBROMID	116521005
28103941206	Risperidon "Krka"	RISPERIDON	386840002
28103716204	Propolipid	Propofol	387423006
28101335088	Tenidon Mite	CHLORTALIDON	387324004
28103117799	NutrinealPD41.1%Amin Ac C-Flex	PROLIN	52541003
28103202400	Nutriflex Special	PROLIN	52541003
28101298887	Sandostatin	OCTREOTID	109053000
28101298087	Milvane	GESTODEN	395945000
28104431808	Gliclazid "Stada"	GLICLAZID	395731001
28103117799	NutrinealPD41.1%Amin Ac C-Flex	Threonin	52736009
28104364508	Atacand Zid 32 mg/12,5 mg	CANDESARTANCILEXETIL	386878000
28101729994	Pulmicort Turbuhaler	BUDESONID	395726003
28104762410	Procren Depot	LEUPRORELINACETAT	70562007
28100484765	Betnovat med Chinoform	Clioquinol	387291001
28104248607	Azarga	Brinzolamid	386925003
28104533909	Plaquenil	HYDROXYCHLOROQUINSULFAT	13502005
28100649974	Flamazine	SØLVSULFADIAZIN	387112002
28103460302	Motiron	METHYLPHENIDATHYDROCHLORID	42163009
28103437402	Multibic med kalium	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28104038206	Levodopa/Benserazid "Teva"	LEVODOPA	387086006
28103328201	Norspan	BUPRENORPHIN	387173000
28103261301	Cisplatin "Ebewe"	CISPLATIN	387318005
28103408302	Transtec	BUPRENORPHIN	387173000
28103938706	Losartanka./HClthiazid "Teva"	LOSARTANKALIUM	108582002
28101464191	Triatec Comp.	HYDROCHLORTHIAZID	387525002
28100923577	Dacriosol	Hypromellose	412410003
28101042380	Aminoplasmal	ALANIN	58753009
28100647574	Rimactan	RIFAMPICIN	387159009
28104303408	Vigamox	MOXIFLOXACINHYDROCHLORID	116347002
28103485803	Alprazolam "Orifarm"	ALPRAZOLAM	386983007
28103041498	Trileptal	OXCARBAZEPIN	387025007
28104247307	Mircera	Methoxypolyethylenglycol-epoetin beta	425913002
28103657404	Inegy	EZETIMIB	409149001
28103392202	Copegus	RIBAVIRIN	387188005
28101260086	Hexasoptin Retard	VERAPAMILHYDROCHLORID	14340003
28103885106	Sprycel	Dasatinib	423658008
28104426208	Simvastatin "Actavis"	SIMVASTATIN	387584000
28101414490	Gracial	DESOGESTREL	126108008
28104450208	Combodart	TAMSULOSINHYDROCHLORID	108560009
28103751604	Tranexamsyre "Pfizer"	TRANEXAMSYRE	386960009
28104212207	Fluvastatin "Stada"	FLUVASTATINNATRIUM	412392009
28104623009	DesmoMelt	DESMOPRESSIN	126189002
28101295087	Fragmin	Dalteparinnatrium	108987000
28103204600	balance2,3%glucos.1,25mmolCa/l	NATRIUMCHLORID	387390002
28101773695	Clinimix N17G35E	Tryptophan	54821000
28104558309	Reminyl LP	GALANTAMINHYDROBROMID	129482002
28103056398	Zymelin ukonserveret	Xylometazolinhydrochlorid	75327003
28100668975	Brufen	IBUPROFEN	387207008
28104570209	Vagifem	ESTRADIOLHEMIHYDRAT	116070003
28103280901	Triminetta	Ethinylestradiol	126097006
28103603103	Glimepirid "Teva"	GLIMEPIRID	386966003
28104527809	Dalacin C	CLINDAMYCINPHOSPHAT	37648000
28104540209	Olimel N9E	Arginin	52625008
28103458402	Norditropin NordiFlex	SOMATROPIN	395883003
28103237201	NuvaRing	ETONOGESTREL	396050000
28104155207	Serdolect	Sertindol	418732002
28103202200	Nutriflex Peri	ALANIN	58753009
28100725676	Klorzoxazon "DAK"	CHLORZOXAZON	44908000
28103126299	Zyx mint	Benzydaminhydrochlorid	331143003
28104824611	Geodon	ZIPRASIDONHYDROCHLORID	129479007
28101836696	Requip	ROPINIROLHYDROCHLORID	108474004
28104489609	Temozolomide "Teva"	TEMOZOLOMID	387009002
28101195584	Tenoretic Mite	CHLORTALIDON	387324004
28103015298	Temodal	TEMOZOLOMID	387009002
28101186384	Azactam	AZTREONAM	387386004
28103351202	Sertralin "Hexal"	SERTRALINHYDROCHLORID	96211006
28103354402	Mirtazapin "Arrow"	MIRTAZAPIN	386847004
28103231701	Actiq	FENTANYLCITRAT	29190006
28101919897	Singulair	MONTELUKASTNATRIUM	108620002
28103052600	Lescol depot	FLUVASTATINNATRIUM	412392009
28101255886	Tamoxifen "Mylan"	TAMOXIFEN	373345002
28104192507	Dorzolamid "Orifarm"	DORZOLAMIDHYDROCHLORID	126154004
28101566193	Esmeron	ROCURONIUMBROMID	108450002
28103781705	Fluconazol "KRKA"	FLUCONAZOL	387174006
28101784995	Glavamin	METHIONIN	70288006
28101042380	Aminoplasmal	GLYCIN	15331006
28101666594	Vancomycin "Xellia"	VANCOMYCINHYDROCHLORID	66509009
28103874605	Stocrin	EFAVIRENZ	387001004
28103480503	StructoKabiven Elektrolytfri	METHIONIN	70288006
28103248701	Oliclinomel N7-1000E	Threonin	52736009
28101527692	Lescol	FLUVASTATINNATRIUM	412392009
28101498392	Flixotide	FLUTICASONPROPIONAT	396064000
28103354802	OxyContin	OXYCODONHYDROCHLORID	387024006
28100575570	Orap	PIMOZID	386848009
28100579370	Temesta	LORAZEPAM	387106007
28101003765	Risolid	CHLORDIAZEPOXID	372866006
28100975578	Emovat	Clobetasonbutyrat	395967004
28101773295	Clinimix N9G15E	Valin	72840006
28103918006	Revlimid	Lenalidomid	421471009
28103285301	Vivelle Dot	ESTRADIOLHEMIHYDRAT	116070003
28103369702	Risperdal	RISPERIDON	386840002
28103374702	Alprazolam "Ratiopharm"	ALPRAZOLAM	386983007
28103553203	Isosorbidmononitrat Alternova	Isosorbidmononitrat	386854005
28101133983	Vamin 18 g N/l Elektrolytfri	Tyrosin	27378009
28101133983	Vamin 18 g N/l Elektrolytfri	Isoleucin	14971004
28104539909	Olimel Perifer N4E	Lysin	75799006
28104710010	Ramipril "Krka"	RAMIPRIL	386872004
28104036806	Topiratore	TOPIRAMAT	386844006
28101528992	Imacillin	AMOXICILLINTRIHYDRAT	96068000
28104028606	Soliris	Eculizumab	427429004
28100565269	Synalar	Fluocinolonacetonid	396059004
28103009698	Fluprosin	FLUTAMID	387587007
28101376089	Magnyl "DAK"	ACETYLSALICYLSYRE	387458008
28103538103	Endofalk	KALIUMCHLORID	8631001
28101552793	Klacid	CLARITHROMYCIN	387487009
28103913006	Sumatriptan "Copyfarm"	SUMATRIPTANSUCCINAT	96215002
28103322601	Valcyte	VALGANCICLOVIRHYDROCHLORID	412326001
28101042380	Aminoplasmal	METHIONIN	70288006
28104540409	Olimel N9	PROLIN	52541003
28101229485	Dexofan	Dextromethorphanhydrobromid	387237004
28104540409	Olimel N9	ALANIN	58753009
28103789705	Furosemid "Copyfarm"	FUROSEMID	387475002
28103640504	Flumazenil "Actavis"	FLUMAZENIL	387575000
28104419808	Ondansetron "Orifarm"	ONDANSETRON	372487007
28101177584	Cordarone	AMIODARONHYDROCHLORID	52574003
28104513209	Combigan	TIMOLOLMALEAT	75359005
28103408402	Transtec	BUPRENORPHIN	387173000
28100719276	Imipramin "DAK"	Imipraminhydrochlorid	3378009
28104241707	Yaz	Ethinylestradiol	126097006
28104000406	Losartan "Bluefish"	LOSARTANKALIUM	108582002
28101042380	Aminoplasmal	Phenylalanin	63004003
28104208007	True Test	ZINKDIETHYLDITHIOCARBAMAT	411332009
28103951706	Trandolapril "Orion"	TRANDOLAPRIL	386871006
28104065007	Finasterid "Orion"	FINASTERID	386963006
28103146400	Lamictal	LAMOTRIGIN	387562000
28101222785	Trimonil Retard	CARBAMAZEPIN	387222003
28101572493	Fotil	Pilocarpinhydrochlorid	387035001
28101176884	Kliogest	NORETHISTERONACETAT	126104005
28103106599	Diclon	DICLOFENACNATRIUM	62039007
28103626204	StructoKabiven Perifer	ALANIN	58753009
28104184707	Zonnic Peppermint	Nicotin	68540007
28104366008	Metformin "Bluefish"	METFORMINHYDROCHLORID	109083009
28104270507	SmofKabiven elektrolytfri	Serin	14125007
28103744304	Zopiclon "Stada"	ZOPICLON	395929002
28100709776	Digoxin "DAK"	DIGOXIN	387461009
28103711404	Eligard	LEUPRORELINACETAT	70562007
28103088399	Kabiven	Glutaminsyre	85214009
28101766795	Rilutek	RILUZOL	386980005
28101316887	Elocon	Mometasonfuroat	395802006
28100698876	Diprosalic	BETAMETHASONDIPROPIONAT	88736007
28103946806	Piperacil./Tazobactam "Sandoz"	Tazobactamnatrium	427652008
28103786904	Aranesp	DARBEPOETIN ALFA	385608005
28104477209	Leuprorelin "Sandoz"	LEUPRORELINACETAT	70562007
28101183984	Imovane	ZOPICLON	395929002
28104128707	APO-go Pumpfill	Apomorphinhydrochlorid	74950007
28101444991	Xylocain	LIDOCAIN	387480006
28104222207	Dorzolamid "ratiopharm"	DORZOLAMIDHYDROCHLORID	126154004
28103437402	Multibic med kalium	NATRIUMHYDROGENCARBONAT	387319002
28100396662	Tetralysal	Lymecyclin	387548007
28103739804	Risperidon "Sandoz"	RISPERIDON	386840002
28103775405	Mixamin Glucos 120 mg/ml	Taurin	10944007
28104539909	Olimel Perifer N4E	Isoleucin	14971004
28104270507	SmofKabiven elektrolytfri	PROLIN	52541003
28100966278	Motilium	DOMPERIDON	387181004
28104735110	Minirinmelt	DESMOPRESSIN	126189002
28103911706	Tarka	VERAPAMILHYDROCHLORID	14340003
28104591409	Zyvoxid	LINEZOLID	387056004
28103202400	Nutriflex Special	GLYCIN	15331006
28103888005	Pinex	PARACETAMOL	387517004
28104192707	Docetaxel "Hospira"	DOCETAXEL	386918005
28100994978	Emperal	METOCLOPRAMIDHYDROCHLORID	31147000
28103779905	Formo Easyhaler	Formoterolfumarat	129490002
28101824796	Genotropin Miniquick	SOMATROPIN	395883003
28103025298	Propecia	FINASTERID	386963006
28104352308	Metformin "Orifarm"	METFORMINHYDROCHLORID	109083009
28101211385	Betoptic	BETAXOLOLHYDROCHLORID	387195001
28104540409	Olimel N9	Isoleucin	14971004
28101323488	Sirdalud Retard	TIZANIDINHYDROCHLORID	108462003
28101136683	Dexofan	Dextromethorphanhydrobromid	387237004
28101567393	Diclodan	DICLOFENACNATRIUM	62039007
28103248701	Oliclinomel N7-1000E	Isoleucin	14971004
28101145783	Adalat	NIFEDIPIN	387490003
28103033098	Ziagen	Abacavirsulfat	412074007
28101287386	Dipentum	OLSALAZINNATRIUM	108674008
28101321787	Dapson "Scanpharm"	DAPSON	387096002
28103919506	Pamorelin	Triptorelinpamoat	427385009
28104540409	Olimel N9	Glutaminsyre	85214009
28103775405	Mixamin Glucos 120 mg/ml	PROLIN	52541003
28103651804	Oraqix	PRILOCAIN	387107003
28101836296	Imigran	SUMATRIPTAN	395892000
28103711503	Yentreve	DULOXETINHYDROCHLORID	426892003
28104190107	Mirtin	MIRTAZAPIN	386847004
28103090199	Pulmicort Turbuhaler	BUDESONID	395726003
28100988878	Karbamazepin "DAK"	CARBAMAZEPIN	387222003
28104540009	Olimel N5E	GLYCIN	15331006
28103863205	Eprex	EPOETIN ALFA	386947003
28104558209	Zofran Zydis	ONDANSETRON	372487007
28100526567	Tavegyl	CLEMASTINFUMARAT	83968007
28103985906	Lodotra	PREDNISON	116602009
28101405590	Nicotinell	Nicotin	68540007
28101824896	Genotropin Miniquick	SOMATROPIN	395883003
28103775405	Mixamin Glucos 120 mg/ml	Isoleucin	14971004
28100021255	Postafen	Meclozinhydrochlorid	387243002
28103925606	Crinone	PROGESTERON	16683002
28103874005	Byetta	Exenatid	416859008
28101092881	Omnipaque	IOHEXOL	395751002
28104166007	Bleomycin "Teva"	BLEOMYCINSULFAT	15660006
28104155807	Memac	DONEPEZIL	386855006
28103671404	Sumatriptan "Sandoz"	SUMATRIPTANSUCCINAT	96215002
28101821496	Aktivt Kul "Norit"	Aktivt kul	32519007
28103158600	Yasmin 28	Ethinylestradiol	126097006
28101572593	Fotil Forte	Pilocarpinhydrochlorid	387035001
28104153607	Kaletra	RITONAVIR	386896009
28103447702	Carvedilol "Arrow"	CARVEDILOL	386870007
28103559803	Azathioprin "Actavis"	AZATHIOPRIN	372574004
28104838111	Minirin	DESMOPRESSIN	126189002
28101343688	Panodil Junior	PARACETAMOL	387517004
28103202300	Nutriflex Plus	METHIONIN	70288006
28103437202	Multibic med kalium	KALIUMCHLORID	8631001
28103171500	APO-go Pen	Apomorphinhydrochlorid	74950007
28101495592	Atenodan	ATENOLOL	387506000
28101369289	Cardil	DILTIAZEMHYDROCHLORID	12218006
28103942606	Mircera	Methoxypolyethylenglycol-epoetin beta	425913002
28101515692	Calcium-Sandoz	Calciumcarbonat	387307005
28103982006	Abstral	FENTANYLCITRAT	29190006
28101545293	Durogesic	FENTANYL	373492002
28104270507	SmofKabiven elektrolytfri	Taurin	10944007
28101568093	Isoptin Retard	VERAPAMILHYDROCHLORID	14340003
28103496103	Lamotrigin "Copyfarm"	LAMOTRIGIN	387562000
28104201307	Hesra	KALIUMCHLORID	8631001
28103958806	Moxonidin "Actavis"	MOXONIDIN	395805008
28101307787	Zinnat	CEFUROXIMAXETIL	89678001
28103491803	Lyrica	Pregabalin	415160008
28101440791	Corodil	ENALAPRILMALEAT	387165009
28103951806	Trandolapril "Orion"	TRANDOLAPRIL	386871006
28100484765	Betnovat med Chinoform	BETAMETHASONVALERAT	396005002
28101298087	Milvane	Ethinylestradiol	126097006
28104208007	True Test	Benzylparahydroxybenzoat	255858009
28104168607	Strattera	ATOMOXETINHYDROCHLORID	412577007
28104488909	Temomedac	TEMOZOLOMID	387009002
28103038898	Seretide	FLUTICASONPROPIONAT	396064000
28104169107	Metoprololsuccinat "Actavis"	METOPROLOLSUCCINAT	412432007
28104540109	Olimel N7E	Tryptophan	54821000
28103202300	Nutriflex Plus	KALIUMHYDROXID	34763001
28100719376	Imipramin "DAK"	Imipraminhydrochlorid	3378009
28104152307	Fentanyl "Sandoz"	FENTANYL	373492002
28103202200	Nutriflex Peri	Natriumhydroxid	23423003
28100651874	Lexotan	BROMAZEPAM	387571009
28103248701	Oliclinomel N7-1000E	Olivenolie	41834005
28101349088	Myonil Retard	DILTIAZEMHYDROCHLORID	12218006
28101412090	Zantac	RANITIDINHYDROCHLORID	24202000
28104758910	Entocort	BUDESONID	395726003
28103427502	Ramipril "Actavis"	RAMIPRIL	386872004
28104540209	Olimel N9E	ALANIN	58753009
28103775405	Mixamin Glucos 120 mg/ml	GLYCIN	15331006
28103270301	Cernevit	RIBOFLAVIN	13235001
28103097999	Cardicor	BISOPROLOLFUMARAT	386869006
28104554509	Lafene	FENTANYL	373492002
28104255507	Bicalutamid "Bluefish"	BICALUTAMID	386908000
28103164400	Magnesia "medic"	MAGNESIUMHYDROXID	387337001
28101719494	Tolmin	MIANSERINHYDROCHLORID	395795008
28104037106	Topiratore	TOPIRAMAT	386844006
28101209085	Diprivan	Propofol	387423006
28103596803	Citalopram "PCD"	CITALOPRAMHYDROBROMID	116521005
28103499703	Imigran Sprint	SUMATRIPTANSUCCINAT	96215002
28103270301	Cernevit	Cholecalciferol	18414002
28101376189	Magnyl "DAK"	ACETYLSALICYLSYRE	387458008
28103437202	Multibic med kalium	NATRIUMCHLORID	387390002
28101228685	Adalat	NIFEDIPIN	387490003
28101567493	Diclodan	DICLOFENACNATRIUM	62039007
28101253786	Tracel	Kaliumiodid	89351005
28100739776	Nitrofurantoin "DAK"	NITROFURANTOIN	373543005
28101795295	Lamictal	LAMOTRIGIN	387562000
28104540409	Olimel N9	Threonin	52736009
28100985078	Stesolid Emulsion	DIAZEPAM	387264003
28101133083	Antabus	DISULFIRAM	387212009
28101884097	Doxorubin	DOXORUBICINHYDROCHLORID	90875009
28103812505	Kaletra	LOPINAVIR	387067003
28103222601	Euthyrox	LEVOTHYROXINNATRIUM	126202002
28104506809	Norditropin Flexpro	SOMATROPIN	395883003
28101113282	Vaminolac	Phenylalanin	63004003
28103480403	StructoKabiven	Tryptophan	54821000
28104127507	Cipralex	Escitalopramoxalat	412384000
28104463508	Methadon "Alternova"	Methadonhydrochlorid	23883005
28100600571	Ventoline	SALBUTAMOLSULFAT	48474002
28101146083	Zantac	RANITIDINHYDROCHLORID	24202000
28103781605	Fluconazol "KRKA"	FLUCONAZOL	387174006
28101133883	Vamin 14 g N/l Elektrolytfri	HISTIDIN	60260004
28104394708	Gestodilat	GESTODEN	395945000
28101325088	Cipramil	CITALOPRAMHYDROBROMID	116521005
28103846505	Alfuzosin "Sandoz"	ALFUZOSINHYDROCHLORID	395725004
28101333788	Nizoral	KETOCONAZOL	387216007
28101755595	Avonex	Interferon Beta-1a	386902004
28100645874	Rivotril	CLONAZEPAM	387383007
28103775305	Mixamin Glucos 200 mg/ml	Tryptophan	54821000
28101594194	Mini-Pe	NORETHISTERON	126102009
28104000606	Losartan "Bluefish"	LOSARTANKALIUM	108582002
28104540209	Olimel N9E	Lysin	75799006
28100123355	Mestinon	PYRIDOSTIGMINBROMID	34915005
28101100082	Locoid Lipid	HYDROCORTISONBUTYRAT	50665003
28103785305	Ringer-Acetat "Baxter" Viaflo	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28103127399	Epirubicin "Ebewe"	EPIRUBICINHYDROCHLORID	116108007
28103437102	Multibic kaliumfri	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28100186556	Silan	DIMETICON	396031000
28104170207	Zemplar	Paricalcitol	108946001
28101042380	Aminoplasmal	Glutaminsyre	85214009
28104551609	Calcichew-D3 X-Forte Lemon	Cholecalciferol	18414002
28101082281	Gaviscon	Calciumcarbonat	387307005
28103603003	Glimepirid "Teva"	GLIMEPIRID	386966003
28101757095	Risperdal	RISPERIDON	386840002
28103846705	Accusol 35 Kalium 2 mmol/l	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28103248701	Oliclinomel N7-1000E	METHIONIN	70288006
28103437102	Multibic kaliumfri	NATRIUMCHLORID	387390002
28100994178	Tetracyclin "Actavis"	TETRACYCLINHYDROCHLORID	16355005
28103498203	Lamotrigin "Actavis"	LAMOTRIGIN	387562000
28104289108	Aranesp	DARBEPOETIN ALFA	385608005
28104551609	Calcichew-D3 X-Forte Lemon	Calciumcarbonat	387307005
28101255986	Tamoxifen "Mylan"	TAMOXIFEN	373345002
28100704876	Atropin "DAK"	ATROPINSULFAT	74237004
28100444263	Noritren	NORTRIPTYLIN	372652004
28103088399	Kabiven	HISTIDIN	60260004
