Begrebs ID;Fuldt specificerende term;Foretrukken term ID;Foretrukken term;; 
293775001;Cytarabine allergy (disorder);3845031000005110;allergi over for cytarabin;;
293786004;Fludarabine allergy (disorder);3845041000005110;allergi over for fludarabin;;
293776000;Fluorouracil allergy (disorder);4202461000005110;allergi over for fluoruracil;;
293772003;Mercaptopurine allergy (disorder);3845061000005110;allergi over for mercaptopurin;;
293774002;Pentostatin allergy (disorder);3845071000005110;allergi over for pentostatin;;
293773008;Thioguanine allergy (disorder);3845081000005110;allergi over for thioguanin;;
293779007;Carboplatin allergy (disorder);3845091000005110;allergi over for carboplatin;;
293780005;Cisplatin allergy (disorder);3845101000005110;allergi over for cisplatin;;
293759004;Cytotoxic antibiotic allergy (disorder);3845111000005110;allergi over for cytotoksisk antibiotikum;;
293764000;Aclarubicin allergy (disorder);3845121000005110;allergi over for aclarubicin;;
293761008;Bleomycin allergy (disorder);3845131000005110;allergi over for bleomycin;;
293760009;Dactinomycin allergy (disorder);3845141000005110;allergi over for dactinomycin;;
293766003;Doxorubicin allergy (disorder);3845151000005110;allergi over for doxorubicin;;
293767007;Epirubicin allergy (disorder);3845161000005110;allergi over for epirubicin;;
293768002;Idarubicin allergy (disorder);3845171000005110;allergi over for idarubicin;;
293762001;Mitomycin allergy (disorder);3845181000005110;allergi over for mitomycin;;
293765004;Mitozantrone allergy (disorder);3845191000005110;allergi over for mitoxantron;;
293763006;Plicamycin allergy (disorder);3845201000005110;allergi over for plicamycin;;
294617000;Dapsone allergy (disorder);4105561000005110;allergi over for dapson;;
293796008;Dimethyl sulfoxide allergy (disorder);3845211000005110;allergi over for dimethylsulfoxid;;
294386005;Idoxuridine in dimethylsulfoxide allergy (disorder);4288001000005110;allergi over for idoxuridin i dimethylsulfoxid;;
293777009;Etoposide allergy (disorder);3848541000005110;allergi over for etoposid;;
293781009;Hydroxyurea allergy (disorder);3852421000005110;allergi over for hydroxycarbamid;;
293785000;Paclitaxel allergy (disorder);3852431000005110;allergi over for paclitaxel;;
293782002;Procarbazine allergy (disorder);3852441000005110;allergi over for procarbazin;;
293783007;Razoxane allergy (disorder);3852451000005110;allergi over for razoxan;;
293792005;Vinca alkaloid allergy (disorder);3852461000005110;allergi over for vincaalkaloid;;
293793000;Vinblastine allergy (disorder);3852471000005110;allergi over for vinblastin;;
293794006;Vincristine allergy (disorder);3852481000005110;allergi over for vincristin;;
293795007;Vindesine allergy (disorder);3852491000005110;allergi over for vindesin;;
294831003;Calcium regulating agent allergy (disorder);3965401000005110;allergi over for calciumregulerende middel;;
294833000;Biphosphonates allergy (disorder);4198271000005110;allergi over for bisphosphonater;;
294834006;Disodium etidronate allergy (disorder);4198281000005110;allergi over for etidronatdinatrium;;
294835007;Disodium pamidronate allergy (disorder);4105571000005110;allergi over for dinatriumpamidronat;;
294836008;Sodium clodronate allergy (disorder);4288011000005110;allergi over for natriumclodronat;;
294262005;Chelating agents and antidotes allergy (disorder);4287971000005110;allergi over for chelaterende midler og antidoter;;
294263000;Antidote allergy (disorder);3954301000005110;allergi over for antidot;;
294279004;Antidotes for pesticides allergy (disorder);3954311000005110;allergi over for antidoter mod pesticider;;
294272008;Cholinesterase reactivator allergy (disorder);4218121000005110;allergi over for cholinesterase-reaktivator;;
294273003;Pralidoxime allergy (disorder);4105591000005110;allergi over for pralidoxim;;
294280001;Fullers earth powder allergy (disorder);4198301000005110;allergi over for fuller's earth;;
294270000;Benzodiazepine antagonist allergy (disorder);4198311000005110;allergi over for benzodiazepinantagonist;;
294271001;Flumazenil allergy (disorder);4105581000005110;allergi over for flumazenil;;
294268009;Digoxin-specific-antibody allergy (disorder);3954321000005110;allergi over for digoxinspecifikt antistof;;
294274009;Hydrofluoric acid burn antidote allergy (disorder);4287981000005110;allergi over for antidot til hydrofluorsyreforbrænding;;
294941004;Ion exchange resin allergy (disorder);4175761000005110;allergi over for ionbytter-resin;;
294942006;Cation exchange resin allergy (disorder);4175741000005110;allergi over for kationbytter-resin;;
294944007;Calcium polystyrene sulfonate allergy (disorder);4105641000005110;allergi over for calciumpolystyrensulfonat;;
294943001;Sodium cellulose phosphate allergy (disorder);4105651000005110;allergi over for natriumcellulosephosphat;;
294945008;Sodium polystyrene sulfonate allergy (disorder);4105661000005110;allergi over for natriumpolystyrensulfonat;;
294264006;Ipecacuanha allergy (disorder);3954331000005110;allergi over for ipecacuanha;;
294269001;Mesna allergy (disorder);4105611000005110;allergi over for mesna;;
294275005;Opioid antagonist allergy (disorder);4105601000005110;allergi over for opioidantagonist;;
294277002;Naloxone allergy (disorder);3954341000005110;allergi over for naloxon;;
294276006;Naltrexone allergy (disorder);4105671000005110;allergi over for naltrexon;;
294266008;Sodium nitrite allergy (disorder);3954351000005110;allergi over for natriumnitrit;;
294282009;Chelating agent allergy (disorder);3954361000005110;allergi over for chelerende middel;;
294284005;Desferrioxamine allergy (disorder);4105681000005110;allergi over for desferrioxamin;;
294283004;Dimercaprol allergy (disorder);4105691000005110;allergi over for dimercaprol;;
294285006;Edetate allergy (disorder);4105701000005110;allergi over for edetat;;
294286007;Dicobalt edetate allergy (disorder);4105711000005110;allergi over for dicobaltedetat;;
294289000;Disodium edetate allergy (disorder);4287991000005110;allergi over for dinatriumedetat;;
294287003;Sodium calcium edetate allergy (disorder);4105721000005110;allergi over for natriumcalciumedetat;;
294288008;Trisodium edetate allergy (disorder);4218131000005110;allergi over for trinatriumedetat;;
294291008;Penicillamine allergy (disorder);3954371000005110;allergi over for penicillamin;;
294772009;Combined oral contraceptive allergy (disorder);4218141000005110;allergi over for kombineret kontraceptivum til oral anvendelse;;
293634004;Diagnostic agent allergy (disorder);3852501000005110;allergi over for diagnostisk middel;;
293641005;Diagnostic dye allergy (disorder);3852511000005110;allergi over for diagnostisk farvestof;;
293960001;Disulfiram allergy (disorder);3852521000005110;allergi over for disulfiram;;
294423003;Glutaraldehyde allergy (disorder);3954381000005110;allergi over for glutaraldehyd;;
294479001;Hexamine hippurate allergy (disorder);4218151000005110;allergi over for hexaminhippurat;;
294481004;Nitrofurazone allergy (disorder);4105731000005110;allergi over for nitrofurazon;;
294290009;Trientine allergy (disorder);4105741000005110;allergi over for trientin;;
293635003;Tuberculin allergy (disorder);3852531000005110;allergi over for tuberkulin;;
294163007;Drug groups and agents primarily acting on the skin allergy (disorder);4218181000005110;allergi over for lægemidler med primær virkning på huden;;
294206005;Gamolenic acid allergy (disorder);4105751000005110;allergi over for gamolensyre;;
294468006;Neomycin allergy (disorder);4105761000005110;allergi over for neomycin;;
294467001;Framycetin allergy (disorder);4105771000005110;allergi over for framycetin;;
409640001;Neomycin sulfate allergy (disorder);3714241000005110;allergi over for neomycinsulfat;;
294530006;Polymyxin B allergy (disorder);3954411000005110;allergi over for polymyxin B;;
294207001;Retinoid allergy (disorder);3954401000005110;allergi over for retinoid;;
294209003;Acitretin allergy (disorder);4105791000005110;allergi over for acitretin;;
294208006;Etretinate allergy (disorder);4105801000005110;allergi over for etretinat;;
294210008;Tretinoin allergy (disorder);4105811000005110;allergi over for tretinoin;;
294211007;Isotretinoin allergy (disorder);4105821000005110;allergi over for isotretinoin;;
293961002;Drug groups primarily affecting the autonomic nervous system allergy (disorder);3852541000005110;allergi over for lægemiddelgrupper med primær effekt på det autonome nervesystem;;
294065003;Anticholinergic allergy (disorder);4287941000005110;allergi over for antikolinergikum;;
294066002;Antimuscarinic allergy (disorder);3852551000005110;allergi over for antimuskarint middel;;
294076004;Atropine allergy (disorder);3954391000005110;allergi over for atropin;;
294069009;Biperiden allergy (disorder);4105831000005110;allergi over for biperiden;;
294079006;Cyclopentolate allergy (disorder);4105841000005110;allergi over for cyclopentolat;;
294070005;Emepronium bromide allergy (disorder);4105781000005110;allergi over for emeproniumbromid;;
294072002;Lachesine chloride allergy (disorder);4287951000005110;allergi over for lachesinchlorid;;
294083006;Methixene allergy (disorder);4287961000005110;allergi over for metixen;;
294087007;Oxitropium allergy (disorder);4105851000005110;allergi over for oxitropium;;
294073007;Tropicamide allergy (disorder);4105861000005110;allergi over for tropicamid;;
294006000;Parasympathomimetic allergy (disorder);3852561000005110;allergi over for parasympatomimetikum;;
294008004;Acetylcholine chloride allergy (disorder);3852571000005110;allergi over for acetylcholinchlorid;;
294010002;Anticholinesterase parasympathomimetic allergy (disorder);4287931000005110;allergi over for anticholinesteraseparasympatomimetikum;;
294012005;Demecarium allergy (disorder);3852581000005110;allergi over for demecarium;;
294013000;Distigmine allergy (disorder);3852591000005110;allergi over for distigmin;;
294014006;Ecothiopate allergy (disorder);3852601000005110;allergi over for ecothiopat;;
294018009;Bethanechol allergy (disorder);3852611000005110;allergi over for bethanechol;;
294019001;Carbachol allergy (disorder);3852621000005110;allergi over for carbachol;;
294009007;Methacholine allergy (disorder);3852631000005110;allergi over for methacholin;;
294007009;Pilocarpine allergy (disorder);3852641000005110;allergi over for pilocarpin;;
294020007;Sympathomimetic allergy (disorder);4198741000005110;allergi over for sympatomimetikum;;
294024003;Alpha-adrenoceptor agonist allergy (disorder);3852651000005110;allergi over for alfa-adrenoceptoragonist;;
294026001;Metaraminol allergy (disorder);3852661000005110;allergi over for metaraminol;;
294027005;Methoxamine allergy (disorder);3852671000005110;allergi over for methoxamin;;
294025002;Oxedrine tartrate allergy (disorder);3852681000005110;allergi over for oxedrintartrat;;
294030003;Phenylephrine allergy (disorder);3852691000005110;allergi over for phenylephrin;;
294032006;Beta-adrenoceptor agonist allergy (disorder);3852701000005110;allergi over for beta-adrenoceptoragonist;;
294050004;Isoprenaline allergy (disorder);3852711000005110;allergi over for isoprenalin;;
294052007;Inhaled isoprenaline allergy (disorder);3852721000005110;allergi over for inhaleret isoprenalin;;
294051000;Oral isoprenaline allergy (disorder);3852731000005110;allergi over for isoprenalin til oral anvendelse;;
294053002;Parenteral isoprenaline allergy (disorder);3852741000005110;allergi over for isoprenalin til parenteral anvendelse;;
294046006;Selective beta-1 adrenoceptor stimulants allergy (disorder);3852751000005110;allergi over for selektive beta-1-adrenoceptor-stimulatorer;;
294047002;Dobutamine allergy (disorder);3852761000005110;allergi over for dobutamin;;
294048007;Dopexamine allergy (disorder);3852771000005110;allergi over for dopexamin;;
294064004;Xamoterol allergy (disorder);3852781000005110;allergi over for xamoterol;;
294054008;Central alpha-adrenoceptor agonist allergy (disorder);3852791000005110;allergi over for central alfa-adrenoceptoragonist;;
294060008;Dipivefrine allergy (disorder);3852801000005110;allergi over for dipivefrin;;
294061007;Dopamine allergy (disorder);3852811000005110;allergi over for dopamin;;
294062000;Ephedrine allergy (disorder);3845221000005110;allergi over for ephedrin;;
294021006;Isoetharine hydrochloride allergy (disorder);3845231000005110;allergi over for isoetharinhydrochlorid;;
294022004;Phenylpropanolamine hydrochloride allergy (disorder);3845241000005110;allergi over for phenylpropanolaminhydrochlorid;;
294023009;Pseudoephedrine allergy (disorder);3845251000005110;allergi over for pseudoephedrin;;
294953000;Drug groups primarily affecting the cardiovascular system allergy (disorder);4218191000005110;allergi over for lægemidler med primær effekt på det kardiovaskulære system;;
294974004;Antiarrhythmic drug allergy (disorder);3954431000005110;allergi over for antiarytmikum;;
294975003;Adenosine allergy (disorder);3954441000005110;allergi over for adenosin;;
294397005;Cinchona antimalarial allergy (disorder);4198751000005110;allergi over for malariamiddel indeholdende kinabark;;
294398000;Quinine allergy (disorder);3954421000005110;allergi over for quinin;;
294976002;Class I antiarrhythmic allergy (disorder);4198761000005110;allergi over for klasse I-antiarytmikum;;
294977006;Disopyramide allergy (disorder);4105921000005110;allergi over for disopyramid;;
294979009;Flecainide allergy (disorder);4105911000005110;allergi over for flecainid;;
293722000;Lignocaine allergy (disorder);3845261000005110;allergi over for lidocain;;
294980007;Mexiletine allergy (disorder);4105901000005110;allergi over for mexiletin;;
294981006;Moracizine allergy (disorder);4105891000005110;allergi over for moracizin;;
294982004;Procainamide allergy (disorder);3954451000005110;allergi over for procainamid;;
294983009;Propafenone allergy (disorder);4105881000005110;allergi over for propafenon;;
294978001;Quinidine allergy (disorder);3954461000005110;allergi over for quinidin;;
294984003;Tocainide allergy (disorder);4105871000005110;allergi over for tocainid;;
294985002;Class II antiarrhythmic allergy (disorder);4198771000005110;allergi over for klasse II-antiarytmikum;;
294987005;Class III antiarrhythmic allergy (disorder);4198781000005110;allergi over for klasse III-antiarytmikum;;
294988000;Amiodarone allergy (disorder);4105931000005110;allergi over for amiodaron;;
294986001;Bretylium allergy (disorder);4105941000005110;allergi over for bretylium;;
294989008;Class IV antiarrhythmic allergy (disorder);4198791000005110;allergi over for klasse IV-antiarytmikum;;
295031005;Antihypertensive allergy (disorder);3954471000005110;allergi over for antihypertensivum;;
295032003;Adrenergic neurone blocking drug allergy (disorder);4288021000005110;allergi over for adrenerg neuron-blokker;;
295033008;Bethanidine allergy (disorder);4124021000005110;allergi over for betanidin;;
295034002;Debrisoquine allergy (disorder);4105951000005110;allergi over for debrisoquin;;
295035001;Guanethidine allergy (disorder);4105961000005110;allergi over for guanethidin;;
439405005;Allergy to angiotensin II receptor antagonist (disorder);4611871000005110;allergi over for angiotensin II-receptor-antagonist;;
295050005;Losartan allergy (disorder);4106061000005110;allergi over for losartan;;
295036000;Angiotensin-converting-enzyme inhibitor allergy (disorder);4105971000005110;allergi over for angiotensinkonverterende enzymhæmmer;;
295037009;Captopril allergy (disorder);3954481000005110;allergi over for captopril;;
295041008;Cilazapril allergy (disorder);4105981000005110;allergi over for cilazapril;;
295043006;Enalapril allergy (disorder);4105991000005110;allergi over for enalapril;;
295044000;Fosinopril allergy (disorder);4106001000005110;allergi over for fosinopril;;
295038004;Lisinopril allergy (disorder);4106011000005110;allergi over for lisinopril;;
295045004;Perindopril allergy (disorder);4106021000005110;allergi over for perindopril;;
295039007;Quinapril allergy (disorder);4106031000005110;allergi over for quinapril;;
295040009;Ramipril allergy (disorder);4106041000005110;allergi over for ramipril;;
295042001;Trandolapril allergy (disorder);3954491000005110;allergi over for trandolapril;;
294057001;Apraclonidine allergy (disorder);3845271000005110;allergi over for apraclonidin;;
293962009;Beta-adrenoceptor blocking drug allergy (disorder);3845281000005110;allergi over for beta-adrenoceptorblokerende lægemiddel;;
293963004;Cardioselective beta-blocker allergy (disorder);3845291000005110;allergi over for kardioselektiv betablokker;;
293964005;Acebutolol allergy (disorder);3845301000005110;allergi over for acebutolol;;
293965006;Atenolol allergy (disorder);3845311000005110;allergi over for atenolol;;
293966007;Betaxolol allergy (disorder);3845321000005110;allergi over for betaxolol;;
293967003;Bisoprolol allergy (disorder);3845331000005110;allergi over for bisoprolol;;
293968008;Celiprolol allergy (disorder);3845341000005110;allergi over for celiprolol;;
293969000;Esmolol allergy (disorder);3845351000005110;allergi over for esmolol;;
293970004;Metoprolol allergy (disorder);3845361000005110;allergi over for metoprolol;;
293971000;Non-cardioselective beta-blocker allergy (disorder);3845371000005110;allergi over for ikke-kardioselektiv betablokker;;
293976005;Carteolol allergy (disorder);3845381000005110;allergi over for carteolol;;
293974008;Carvedilol allergy (disorder);3845391000005110;allergi over for carvedilol;;
293978006;Levobunolol allergy (disorder);3845401000005110;allergi over for levobunolol;;
293975009;Metipranolol allergy (disorder);3845411000005110;allergi over for metipranolol;;
293972007;Nadolol allergy (disorder);3845421000005110;allergi over for nadolol;;
293979003;Oxprenolol allergy (disorder);3845431000005110;allergi over for oxprenolol;;
293980000;Penbutolol allergy (disorder);3845441000005110;allergi over for penbutolol;;
293973002;Pindolol allergy (disorder);3845451000005110;allergi over for pindolol;;
293981001;Practolol allergy (disorder);3845461000005110;allergi over for practolol;;
293982008;Propranolol allergy (disorder);3845471000005110;allergi over for propranolol;;
293983003;Sotalol allergy (disorder);3845481000005110;allergi over for sotalol;;
293984009;Timolol allergy (disorder);3845491000005110;allergi over for timolol;;
294058006;Clonidine allergy (disorder);3845501000005110;allergi over for clonidin;;
295047007;Ganglion-blocking drug allergy (disorder);4218211000005110;allergi over for ganglieblokerende lægemiddel;;
295048002;Trimetaphan allergy (disorder);4106051000005110;allergi over for trimetaphan;;
294059003;Lofexidine allergy (disorder);3845511000005110;allergi over for lofexidin;;
294055009;Methyldopa allergy (disorder);3845521000005110;allergi over for methyldopa;;
295049005;Metirosine allergy (disorder);4106071000005110;allergi over for metirosin;;
295051009;Rauwolfia antihypertensive allergy (disorder);4198801000005110;allergi over for hypertensivum indeholdende Rauwolfia;;
295069000;Vasodilator allergy (disorder);3965491000005110;allergi over for vasodilator;;
293985005;Alpha-adrenoceptor blocking drug allergy (disorder);3845531000005110;allergi over for alfa-adrenoceptorblokerende lægemiddel;;
293986006;Alfuzosin allergy (disorder);3845541000005110;allergi over for alfuzosin;;
293987002;Doxazosin allergy (disorder);3845551000005110;allergi over for doxazosin;;
293988007;Indoramin allergy (disorder);3845561000005110;allergi over for indoramin;;
293977001;Labetalol allergy (disorder);3845571000005110;allergi over for labetalol;;
293989004;Phenoxybenzamine allergy (disorder);3845581000005110;allergi over for phenoxybenzamin;;
293990008;Phentolamine allergy (disorder);3845591000005110;allergi over for phentolamin;;
293991007;Prazosin allergy (disorder);3845601000005110;allergi over for prazosin;;
293992000;Terazosin allergy (disorder);3845611000005110;allergi over for terazosin;;
295102009;Thymoxamine allergy (disorder);4106081000005110;allergi over for moxisylyt;;
295103004;Betahistine allergy (disorder);4106091000005110;allergi over for betahistin;;
295073002;Flosequinan allergy (disorder);4106101000005110;allergi over for flosequinan;;
295075009;Hydralazine allergy (disorder);4106111000005110;allergi over for hydralazin;;
295071000;Minoxidil allergy (disorder);4106121000005110;allergi over for minoxidil;;
295076005;Nicorandil allergy (disorder);4106131000005110;allergi over for nicorandil;;
295078006;Nitrate vasodilator allergy (disorder);4198821000005110;allergi over for vasodilator indeholdende nitrat;;
295079003;Glyceryl trinitrate allergy (disorder);4106141000005110;allergi over for glyceryltrinitrat;;
295084009;Glyceryl trinitrate spray allergy (disorder);4198841000005110;allergi over for spray indeholdende glyceryltrinitrat;;
295081001;Modified release glyceryl trinitrate allergy (disorder);4256691000005110;allergi over for glyceryltrinitrat med modificeret udløsning;;
295080000;Oral glyceryl trinitrate allergy (disorder);4106151000005110;allergi over for glyceryltrinitrat til oral anvendelse;;
295082008;Parenteral glyceryl trinitrate allergy (disorder);4106161000005110;allergi over for glyceryltrinitrat til parenteral anvendelse;;
295083003;Transdermal glyceryl trinitrate allergy (disorder);4106171000005110;allergi over for glyceryltrinitrat til transdermal anvendelse;;
295085005;Isosorbide dinitrate allergy (disorder);4106181000005110;allergi over for isosorbiddinitrat;;
295088007;Modified release isosorbide dinitrate allergy (disorder);4256701000005110;allergi over for isosorbiddinitrat med modificeret udløsning;;
295087002;Oral isosorbide dinitrate allergy (disorder);4106191000005110;allergi over for isosorbiddinitrat til oral anvendelse;;
295086006;Parenteral isosorbide dinitrate allergy (disorder);4106201000005110;allergi over for isosorbiddinitrat til parenteral anvendelse;;
295089004;Isosorbide mononitrate allergy (disorder);4106211000005110;allergi over for isosorbidmononitrat;;
295090008;Modified release isosorbide mononitrate allergy (disorder);4288121000005110;allergi over for isosorbidmononitrat med modificeret frigivelse;;
295091007;Pentaerythritol tetranitrate allergy (disorder);4218271000005110;allergi over for pentaerythritol-tetranitrat;;
295092000;Peripheral/cerebral vasodilator allergy (disorder);4106221000005110;allergi over for perifer/cerebral vasodilator;;
295093005;Bamethan sulfate allergy (disorder);4106231000005110;allergi over for bamethansulfat;;
295095003;Cyclandelate allergy (disorder);4106241000005110;allergi over for cyclandelat;;
295098001;Isoxsuprine allergy (disorder);4106251000005110;allergi over for isoxsuprin;;
295099009;Naftidrofuryl allergy (disorder);4106261000005110;allergi over for naftidrofuryl;;
295096002;Nicofuranose allergy (disorder);4106271000005110;allergi over for nicofuranose;;
295100001;Nicotinyl alcohol allergy (disorder);4106301000005110;allergi over for nicotinylalkohol;;
295072007;Sodium nitroprusside allergy (disorder);4106311000005110;allergi over for natriumnitroprussid;;
295104005;Antivaricose agent allergy (disorder);4202591000005110;allergi over for middel til behandling af varicer;;
295105006;Sodium tetradecyl sulfate allergy (disorder);4106331000005110;allergi over for natriumtetradecylsulfat;;
293994004;Calcium-channel blocker allergy (disorder);3845621000005110;allergi over for calciumkanalblokker;;
294002003;Amlodipine allergy (disorder);3845631000005110;allergi over for amlodipin;;
294003008;Diltiazem allergy (disorder);3845641000005110;allergi over for diltiazem;;
293999009;Felodipine allergy (disorder);3845651000005110;allergi over for felodipin;;
293998001;Isradipine allergy (disorder);3845661000005110;allergi over for isradipin;;
294000006;Lacidipine allergy (disorder);3845671000005110;allergi over for lacidipin;;
293995003;Lidoflazine allergy (disorder);3845681000005110;allergi over for lidoflazin;;
294004002;Nicardipine allergy (disorder);3845691000005110;allergi over for nicardipin;;
293996002;Nifedipine allergy (disorder);3845701000005110;allergi over for nifedipin;;
294001005;Nimodipine allergy (disorder);3845711000005110;allergi over for nimodipin;;
293997006;Prenylamine allergy (disorder);3845721000005110;allergi over for prenylamin;;
294005001;Verapamil allergy (disorder);3845731000005110;allergi over for verapamil;;
295052002;Cardiac inotropic agent allergy (disorder);4202641000005110;allergi over for middel med inotrop virkning;;
295053007;Cardiac glycoside allergy (disorder);4288081000005110;allergi over for kardielt glycosid;;
295055000;Digitoxin allergy (disorder);3954511000005110;allergi over for digitoxin;;
295054001;Digoxin allergy (disorder);3954501000005110;allergi over for digoxin;;
295056004;Lanatoside C allergy (disorder);4106351000005110;allergi over for lanatosid C;;
295057008;Medigoxin allergy (disorder);4124031000005110;allergi over for metildigoxin;;
295058003;Ouabain allergy (disorder);3954521000005110;allergi over for ouabain;;
295060001;Enoximone allergy (disorder);4106361000005110;allergi over for enoximon;;
295059006;Phosphodiesterase inhibitor allergy (disorder);4202651000005110;allergi over for phosphodiesterasehæmmer;;
295062009;Milrinone allergy (disorder);4106371000005110;allergi over for milrinon;;
294990004;Diuretic allergy (disorder);4202661000005110;allergi over for diuretikum;;
295028009;Carbonic anhydrase inhibitor allergy (disorder);4202671000005110;allergi over for carbonanhydrasehæmmer;;
295030006;Acetazolamide allergy (disorder);4106381000005110;allergi over for acetazolamid;;
294999003;Loop diuretic allergy (disorder);4102491000005110;allergi over for loop-diuretikum;;
295002006;Ethacrynic acid allergy (disorder);4106431000005110;allergi over for etacrynsyre;;
295003001;Piretanide allergy (disorder);4106421000005110;allergi over for piretanid;;
295004007;Torasemide allergy (disorder);4106411000005110;allergi over for torasemid;;
295020002;Mercurial diuretic allergy (disorder);4175451000005110;allergi over for kviksølvdiuretikum;;
295021003;Mersalyl allergy (disorder);4106401000005110;allergi over for mersalyl;;
295018000;Osmotic diuretic allergy (disorder);4175461000005110;allergi over for osmotisk diuretikum;;
295019008;Mannitol allergy (disorder);3954531000005110;allergi over for mannitol;;
295005008;Potassium sparing diuretic allergy (disorder);3965501000005110;allergi over for kaliumbesparende diuretikum;;
295007000;Aldosterone antagonists allergy (disorder);4175471000005110;allergi over for aldosteronantagonister;;
295008005;Potassium canrenoate allergy (disorder);4106441000005110;allergi over for kaliumcanrenoat;;
295009002;Spironolactone allergy (disorder);3954541000005110;allergi over for spironolacton;;
295010007;Amiloride allergy (disorder);3954551000005110;allergi over for amilorid;;
295011006;Potassium sparing compound diuretic allergy (disorder);4288071000005110;allergi over for kaliumbesparende kombinationsdiuretikum;;
295006009;Triamterene allergy (disorder);4106451000005110;allergi over for triamteren;;
419930008;Sulfonamide diuretic allergy (disorder);3714771000005110;allergi over for sulfonamiddiuretikum;;
295001004;Bumetanide allergy (disorder);4106391000005110;allergi over for bumetanid;;
295023000;Chlorthalidone allergy (disorder);4106461000005110;allergi over for chlorthalidon;;
295029001;Dichlorphenamide allergy (disorder);4106471000005110;allergi over for dichlorphenamid;;
295000003;Frusemide allergy (disorder);3965511000005110;allergi over for furosemid;;
295024006;Indapamide allergy (disorder);4106481000005110;allergi over for indapamid;;
295026008;Metolazone allergy (disorder);4106491000005110;allergi over for metolazon;;
294991000;Thiazide diuretic allergy (disorder);4175531000005110;allergi over for diuretikum indeholdende thiazid;;
294992007;Bendrofluazide allergy (disorder);4106501000005110;allergi over for bendroflumethiazid;;
294993002;Chlorothiazide allergy (disorder);3954561000005110;allergi over for chlorthiazid;;
294994008;Cyclopenthiazide allergy (disorder);4106511000005110;allergi over for cyclopenthiazid;;
295074008;Diazoxide allergy (disorder);4106521000005110;allergi over for diazoxid;;
294995009;Hydrochlorothiazide allergy (disorder);3954571000005110;allergi over for hydrochlorthiazid;;
294996005;Hydroflumethiazide allergy (disorder);4106531000005110;allergi over for hydroflumethiazid;;
295025007;Mefruside allergy (disorder);4106541000005110;allergi over for mefrusid;;
294997001;Methyclothiazide allergy (disorder);4106551000005110;allergi over for methyclothiazid;;
294998006;Polythiazide allergy (disorder);4106561000005110;allergi over for polythiazid;;
295027004;Xipamide allergy (disorder);4106571000005110;allergi over for xipamid;;
294954006;Lipid-lowering drug allergy (disorder);4175661000005110;allergi over for lipidsænkende lægemiddel;;
294970008;3-Hydroxy-3-methylglutaryl-coenzyme A (HMG CoA) reductase inhibitor allergy (disorder);4238361000005110;allergi over for HMG-CoA-reductasehæmmer;;
294972000;Fluvastatin allergy (disorder);3954581000005110;allergi over for fluvastatin;;
294973005;Pravastatin allergy (disorder);4106591000005110;allergi over for pravastatin;;
294971007;Simvastatin allergy (disorder);4106601000005110;allergi over for simvastatin;;
294958009;Acipimox allergy (disorder);4106611000005110;allergi over for acipimox;;
294960006;Anion exchange resins allergy (disorder);4175781000005110;allergi over for anionbytter-resiner;;
294962003;Cholestyramine allergy (disorder);4107301000005110;allergi over for cholestyramin;;
294961005;Colestipol allergy (disorder);4106621000005110;allergi over for colestipol;;
417960005;Fibrate antihyperlipidemic allergy (disorder);4235381000005110;allergi over for lipidsænkende middel indeholdende fibrat;;
294964002;Bezafibrate allergy (disorder);4106631000005110;allergi over for bezafibrat;;
294967009;Ciprofibrate allergy (disorder);4106641000005110;allergi over for ciprofibrat;;
294965001;Clofibrate allergy (disorder);4106651000005110;allergi over for clofibrat;;
294966000;Fenofibrate allergy (disorder);4106821000005110;allergi over for fenofibrat;;
294956008;Gemfibrozil allergy (disorder);4106831000005110;allergi over for gemfibrozil;;
294957004;Probucol allergy (disorder);4106841000005110;allergi over for probucol;;
295063004;Vasoconstrictor allergy (disorder);3965531000005110;allergi over for vasokonstriktor;;
295066007;Ergot alkaloid allergy (disorder);4288101000005110;allergi over for ergotalkaloid;;
294028000;Naphazoline allergy (disorder);3845751000005110;allergi over for naphazolin;;
294063005;Oxymetazoline allergy (disorder);3845761000005110;allergi over for oxymetazolin;;
294031004;Xylometazoline allergy (disorder);3845771000005110;allergi over for xylometazolin;;
293800002;Drug groups primarily affecting the central nervous system allergy (disorder);3845781000005110;allergi over for lægemiddelgrupper med primær effekt på centralnervesystemet;;
293816000;Antidepressant drug allergy (disorder);3845791000005110;allergi over for antidepressivt stof;;
293841007;Compound antidepressants allergy (disorder);3845801000005110;allergi over for antidepressiva, kombinationsmidler;;
293817009;Lithium allergy (disorder);3845811000005110;allergi over for lithium;;
293818004;Lithium carbonate allergy (disorder);3845821000005110;allergi over for lithiumcarbonat;;
293819007;Lithium citrate allergy (disorder);3845831000005110;allergi over for lithiumcitrat;;
293835000;Monoamine oxidase inhibitor allergy (disorder);3845841000005110;allergi over for monoaminoxidasehæmmer;;
293837008;Iproniazid allergy (disorder);3845851000005110;allergi over for iproniazid;;
293838003;Isocarboxazid allergy (disorder);3845861000005110;allergi over for isocarboxazid;;
293840008;Moclobemide allergy (disorder);3845871000005110;allergi over for moclobemid;;
293836004;Phenelzine allergy (disorder);3845881000005110;allergi over for phenelzin;;
293952002;Selegiline allergy (disorder);3845891000005110;allergi over for selegilin;;
293839006;Tranylcypromine allergy (disorder);3845901000005110;allergi over for tranylcypromin;;
